_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
72859,137,PO-00126,3118,Dundas St W,Dundas St W,North,Clendenan Ave,West,982.0,4,,PPC,Existing,M1300982,0,306913.007,4836183.539,-79.473799391,43.665594098,"{u'type': u'Point', u'coordinates': (-79.4737993885, 43.665594102)}"
72860,138,PO-00131,1601,Eglinton Ave W,Oakwood Ave,West,Eglinton Ave W,South,7121.0,12,York-Eglinton,PPC,Temporarily Removed,M1507121,0,309410.939,4839681.537,-79.44279593899999,43.697069359,"{u'type': u'Point', u'coordinates': (-79.442795933, 43.6970693637)}"
72861,139,PO-00132,2140,Avenue Rd,Avenue Rd,West,Wilson Ave,South,29.0,8,,PPC,Existing,M1600029,0,311114.228,4844386.45,-79.421609474,43.739406912,"{u'type': u'Point', u'coordinates': (-79.4216094742, 43.739406913)}"
72862,140,PO-00135,690,Queen St W,Queen St W,North,Euclid Ave,West,404.0,10,West Queen West,PPC,Existing,M1900404,0,312223.05600000004,4834063.583000001,-79.407985668,43.646477601,"{u'type': u'Point', u'coordinates': (-79.4079856742, 43.646477602)}"
72863,141,PO-00139,351,Christie St,Christie St,East,Lambertlodge Ave,South,472.0,12,,PPC,Existing,M2100472,0,311072.381,4837094.527,-79.422213926,43.673770739,"{u'type': u'Point', u'coordinates': (-79.4222139223, 43.6737707432)}"
72864,143,PO-00143,130,Kenneth Ave,Kenneth Ave,East,Princess Ave,South,1127.0,18,,PPC,Existing,M2301127,0,312243.207,4847716.746,-79.407547188,43.769373053,"{u'type': u'Point', u'coordinates': (-79.4075471885, 43.7693730519)}"
72865,144,PO-00149,132,Danforth Ave,Danforth Ave,North,Broadview Ave,East,1217.0,14,Broadview Danforth,PPC,Existing,M2901217,0,316259.37,4837405.603999999,-79.357881723,43.67650897,"{u'type': u'Point', u'coordinates': (-79.3578817284, 43.6765089681)}"
72866,145,PO-00153,275,Danforth Ave,Danforth Ave,South,Playter Blvd,East,592.0,14,Broadview Danforth,PPC,Existing,M3000592,0,316526.284,4837453.758,-79.354570441,43.676938252,"{u'type': u'Point', u'coordinates': (-79.354570444, 43.6769382528)}"
72867,146,PO-00155,1675,Danforth Ave,Danforth Ave,South,Hillingdon Ave,West,1229.0,19,THE DANNY Danforth Mosaic,PPC,Existing,M3201229,0,319207.095,4838214.291,-79.321302818,43.683736878000005,"{u'type': u'Point', u'coordinates': (-79.3213028123, 43.6837368825)}"
72868,147,PO-00230,111,Queen's Park,Queen's Park,West,Bloor St W,South,8123.0,11,,PPC,Existing,M2708123,0,313381.55199999997,4836442.509,-79.39358747,43.667878648999995,"{u'type': u'Point', u'coordinates': (-79.393587465, 43.6678786511)}"
72869,148,PO-00232,269,Gerrard St E,Gerrard St E,South,Parliament St,West,8128.0,13,Cabbagetown,PPC,Existing,M2808128,0,315496.308,4835775.182,-79.367377464,43.66184440600001,"{u'type': u'Point', u'coordinates': (-79.3673774598, 43.6618444122)}"
72870,149,PO-00234,39,Parliament St,Parliament St,East,Mill St,South,8122.0,10,,PPC,Existing,M2808122,0,315937.575,4834453.318,-79.361933515,43.649939401000005,"{u'type': u'Point', u'coordinates': (-79.3619335101, 43.6499394044)}"
72871,150,PO-00240,173,Spadina Ave,Spadina Ave,East,Bulwer St,South,8140.0,10,Queen Street West,PPC,Existing,M2008140,0,313159.054,4834377.302,-79.396378447,43.649291569,"{u'type': u'Point', u'coordinates': (-79.3963784429, 43.649291569)}"
72872,151,PO-00005,337,Queen St W,Queen St W,South,John St,West,7287.0,10,Queen Street West,PPC,Existing,M2007287,0,313493.691,4834405.438999999,-79.392229725,43.649541005,"{u'type': u'Point', u'coordinates': (-79.3922297278, 43.6495410045)}"
72873,152,PO-00009,227,Queen St W,Queen St W,South,St Patrick St,East,7291.0,10,Queen Street West,PPC,Existing,M2007291,0,313821.457,4834503.598,-79.38816498,43.65042066,"{u'type': u'Point', u'coordinates': (-79.388164985, 43.6504206648)}"
72874,153,PO-00013,246,Queen St W,Queen St W,North,John St,East,7295.0,10,Queen Street West,PPC,Existing,M2007295,0,313612.01,4834457.373,-79.390762158,43.650007087,"{u'type': u'Point', u'coordinates': (-79.3907621563, 43.6500070882)}"
72875,154,PO-00015,278,Queen St W,Queen St W,North,Beverley St,West,7297.0,10,Queen Street West,PPC,Existing,M2007297,0,313468.776,4834414.718,-79.392538433,43.649624818,"{u'type': u'Point', u'coordinates': (-79.3925384341, 43.6496248187)}"
72876,155,PO-00017,312,Queen St W,Queen St W,North,Soho St,West,7299.0,10,Queen Street West,PPC,Existing,M2007299,0,313339.506,4834379.478999999,-79.394141468,43.649309111,"{u'type': u'Point', u'coordinates': (-79.3941414704, 43.6493091154)}"
72877,156,PO-00020,224,Richmond St W,Richmond St W,North,Duncan St,East,7302.0,10,Toronto Entertainment District,PPC,Existing,M2007302,0,313803.541,4834423.133,-79.38838842,43.649696588999994,"{u'type': u'Point', u'coordinates': (-79.3883884225, 43.6496965886)}"
72878,157,PO-00362,123,Omni Dr,Brimley Rd,East,Ellesmere Rd,North,8285.0,21,,PPC,Existing,M3808285,0,324031.521,4847856.473,-79.261119243,43.77041851600001,"{u'type': u'Point', u'coordinates': (-79.261119238, 43.7704185164)}"
72879,158,PO-00368,3300,Lawrence Ave E,Lawrence Ave E,North,Bellamy Rd N,West,8292.0,24,,PPC,Existing,M3808292,0,326090.646,4846460.17,-79.23559781600001,43.757793948999996,"{u'type': u'Point', u'coordinates': (-79.2355978161, 43.7577939554)}"
72880,159,PO-00373,120,Berner Trl,Berner Trl,North,Hatchet Pl,East,8297.0,23,,PPC,Existing,M4208297,0,327289.521,4851349.501,-79.220504578,43.801767649,"{u'type': u'Point', u'coordinates': (-79.2205045819, 43.8017676552)}"
72881,160,PO-00375,2675,Mccowan Rd,Mccowan Rd,East,Finch Ave E,North,8299.0,23,,PPC,Existing,M4108299,0,323597.92100000003,4852063.726,-79.266357608,43.80829941100001,"{u'type': u'Point', u'coordinates': (-79.2663576044, 43.8082994107)}"
72882,161,PO-00378,240,Alton Towers Crcl,Mccowan Rd,West,Alton Towers Crcl,South,8302.0,23,,PPC,Existing,M4108302,0,322695.863,4854081.7930000005,-79.277501905,43.826486463,"{u'type': u'Point', u'coordinates': (-79.277501904, 43.8264864612)}"
72883,162,PO-00382,701,Warden Ave,Warden Ave,East,St Clair Ave E,South,8306.0,20,,PPC,Existing,M3508306,0,322487.432,4841292.95,-79.28051464100001,43.711377725,"{u'type': u'Point', u'coordinates': (-79.2805146383, 43.7113777251)}"
72884,163,PO-00384,812,O'Connor Dr,O'Connor Dr,West,St Clair Ave E,North,8308.0,19,,PPC,Existing,M3108308,0,319900.49,4840673.058,-79.312633491,43.705855073,"{u'type': u'Point', u'coordinates': (-79.3126334949, 43.7058550732)}"
72885,164,PO-00392,729,St Clair Ave W,St Clair Ave W,South,Rushton Rd,East,8013.0,12,Hillcrest Village,PPC,Existing,M2108013,0,310682.083,4837928.169,-79.42704505100001,43.681277804,"{u'type': u'Point', u'coordinates': (-79.4270450549, 43.6812778053)}"
72886,165,PO-00394,1431,Bathurst St,Bathurst St,East,Melgund Rd,North,8015.0,12,,PPC,Existing,M2108015,0,311432.732,4838010.371,-79.417733817,43.682011411000005,"{u'type': u'Point', u'coordinates': (-79.4177338209, 43.6820114093)}"
72887,166,PO-00396,2,Farnham Ave,Yonge St,West,Farnham Ave,North,8017.0,12,Yonge & St. Clair,PPC,Existing,M2208017,0,313428.318,4838363.541999999,-79.392976828,43.685169908,"{u'type': u'Point', u'coordinates': (-79.3929768326, 43.6851699123)}"
72888,167,PO-00401,2,Sheppard Ave E,Yonge St,East,Sheppard Ave E,North,8027.0,18,,PPC,Temporarily Removed,M2308027,0,311977.494,4846880.933999999,-79.410858803,43.761852383999994,"{u'type': u'Point', u'coordinates': (-79.4108588045, 43.7618523895)}"
72889,168,PO-00403,2328,Islington Ave,Islington Ave,West,Bergamot Ave,North,8244.0,1,,PPC,Existing,M0208244,0,300267.602,4841918.57,-79.556248504,43.717205976,"{u'type': u'Point', u'coordinates': (-79.556248501, 43.717205979)}"
72890,169,PO-00405,2243,Kipling Ave,Kipling Ave,East,Hinton Rd,North,8246.0,1,,PPC,Existing,M0208246,0,298883.98699999996,4842915.0819999995,-79.57343054399999,43.72616608,"{u'type': u'Point', u'coordinates': (-79.5734305456, 43.7261660843)}"
72891,170,PO-00407,2371,Finch Ave W,Finch Ave W,South,Weston Rd,West,8248.0,7,Emery Village,PPC,Existing,M0708248,0,301297.86699999997,4845752.381,-79.543487553,43.751720549,"{u'type': u'Point', u'coordinates': (-79.5434875539, 43.7517205542)}"
72892,171,PO-00409,2103,Weston Rd,Weston Rd,East,Fern Ave,South,8250.0,5,Weston Village,PPC,Existing,M1108250,0,302921.01399999997,4840262.217,-79.523313038,43.702308161000005,"{u'type': u'Point', u'coordinates': (-79.523313039, 43.7023081651)}"
72893,172,PO-00411,200,Chalkfarm Dr,Jane St,West,Chalkfarm Dr,South,8252.0,7,,PPC,Existing,M0708252,0,304016.75800000003,4842751.182,-79.5097215,43.72471395,"{u'type': u'Point', u'coordinates': (-79.5097214964, 43.7247139539)}"
72894,173,PO-00414,2850,Jane St,Jane St,West,Firgrove Cres,South,8256.0,7,,PPC,Existing,M0708256,0,303499.839,4845623.341,-79.516144372,43.750566173,"{u'type': u'Point', u'coordinates': (-79.5161443712, 43.7505661718)}"
72895,174,PO-00418,470,Sentinel Rd,Sentinel Rd,West,Fountainhead Rd,North,8260.0,7,,PPC,Existing,M0808260,0,304741.772,4846943.567,-79.500723167,43.762450915,"{u'type': u'Point', u'coordinates': (-79.5007231724, 43.7624509194)}"
72896,175,PO-00420,80,Grandravine Dr,Grandravine Dr,North,Derrydown Rd,East,8262.0,7,,PPC,Existing,M0808262,0,305494.815,4845898.343,-79.491371984,43.753042335,"{u'type': u'Point', u'coordinates': (-79.4913719811, 43.7530423346)}"
72897,176,PO-00428,707,Finch Ave W,Wilmington Ave,West,Cedar Springs Grv,North,8270.0,6,,PPC,Existing,M1008270,0,307980.69,4847730.789,-79.460492232,43.769530014,"{u'type': u'Point', u'coordinates': (-79.4604922305, 43.7695300193)}"
72898,177,PO-00430,270,Wilson Ave,Bathurst St,East,Southbourne Ave,South,8272.0,6,,PPC,Existing,M1008272,0,310111.281,4844253.538,-79.434062269,43.738218407,"{u'type': u'Point', u'coordinates': (-79.4340622676, 43.7382184048)}"
72899,178,PO-00432,2100,Keele St,Keele St,West,Gulliver Rd,North,8274.0,5,,PPC,Existing,M1208274,0,306725.784,4839950.183999999,-79.476107442,43.699499347,"{u'type': u'Point', u'coordinates': (-79.4761074422, 43.6994993486)}"
72900,179,PO-00435,2512,Jane St,Jane St,West,Sheppard Ave W,North,8254.0,7,,PPC,Existing,M0708254,0,303717.55600000004,4844404.015,-79.513438483,43.739591108,"{u'type': u'Point', u'coordinates': (-79.5134384782, 43.7395911107)}"
72901,180,PO-00439,801,York Mills Rd,York Mills Rd,South,Leslie St,East,8313.0,16,,PPC,Temporarily Removed,M2508313,0,316175.585,4845914.1219999995,-79.358741039,43.753097399,"{u'type': u'Point', u'coordinates': (-79.3587410341, 43.7530974005)}"
72902,181,PO-00443,731,Sheppard Ave E,Sheppard Ave E,South,Bessarion Rd,East,8318.0,17,,PPC,Existing,M2408318,0,314777.993,4847700.691000001,-79.376062722,43.769198728,"{u'type': u'Point', u'coordinates': (-79.3760627224, 43.769198734)}"
72903,182,PO-00445,3300,Don Mills Rd,Finch Ave E,South,Don Mills Rd,West,8320.0,17,,PPC,Existing,M2408320,0,316454.252,4850286.044,-79.355185703,43.79244535,"{u'type': u'Point', u'coordinates': (-79.3551857071, 43.7924453493)}"
72904,183,PO-00449,71,Parkwoods Village Dr,Parkwoods Village Dr,East,Gisburn Rd,North,8324.0,16,,PPC,Existing,M3408324,0,319116.822,4846721.614,-79.32219617199999,43.760314783000005,"{u'type': u'Point', u'coordinates': (-79.3221961765, 43.760314783)}"
72905,184,PO-00457,2790,Bathurst St,Bathurst St,West,Glencairn Ave,North,8334.0,8,,PPC,Existing,M1508334,0,310576.993,4841408.507,-79.428311163,43.712606127,"{u'type': u'Point', u'coordinates': (-79.4283111632, 43.7126061289)}"
72906,185,PO-00461,3609,Sheppard Ave E,Sheppard Ave E,South,Birchmount Rd,West,8338.0,22,,PPC,Existing,M4008338,0,321036.598,4849007.255,-79.298285057,43.780848523,"{u'type': u'Point', u'coordinates': (-79.2982850527, 43.7808485254)}"
72907,186,PO-00463,4015,Sheppard Ave E,Kennedy Rd,East,Sheppard Ave E,South,8340.0,22,,PPC,Temporarily Removed,M4008340,0,321869.309,4849255.555,-79.28793206,43.783064765,"{u'type': u'Point', u'coordinates': (-79.2879320578, 43.7830647703)}"
72908,187,PO-00465,5929,Yonge St,Yonge St,East,Cummer Ave,North,8022.0,18,,PPC,Existing,M2408022,0,311458.72,4849726.771000001,-79.417266428,43.787473056,"{u'type': u'Point', u'coordinates': (-79.4172664258, 43.787473054)}"
72909,189,PO-00473,3101,Weston Rd,Sheppard Ave W,South,Weston Rd,East,8348.0,7,Emery Village,PPC,Existing,M0708348,0,301774.128,4843756.625,-79.537562373,43.733758423999994,"{u'type': u'Point', u'coordinates': (-79.5375623756, 43.7337584257)}"
72910,190,PO-00477,540,Dundas St E,Dundas St E,North,Sackville St,West,8352.0,13,,PPC,Existing,M2808352,0,315833.652,4835587.1280000005,-79.363198612,43.66014675,"{u'type': u'Point', u'coordinates': (-79.3631986176, 43.6601467491)}"
72911,191,PO-00479,571,Dundas St W,Dundas St W,South,Augusta Ave,East,8354.0,10,Chinatown,PPC,Temporarily Removed,M2008354,0,312823.567,4834713.587,-79.400532246,43.652322283000004,"{u'type': u'Point', u'coordinates': (-79.4005322473, 43.6523222811)}"
72912,193,PO-00486,1098,Bathurst St,Bathurst St,West,Dupont St,South,8361.0,11,,PPC,Existing,M2008361,0,311704.988,4837001.691000001,-79.41436993100001,43.672929485,"{u'type': u'Point', u'coordinates': (-79.4143699293, 43.6729294894)}"
72913,194,PO-00493,1477A,Dundas St W,Dundas St W,South,Dufferin St,East,7837.0,9,Little Portugal,PPC,Existing,M1807837,0,310354.061,4834404.573,-79.431149737,43.649563273999995,"{u'type': u'Point', u'coordinates': (-79.4311497387, 43.6495632755)}"
72914,196,PO-00497,552,Midland Ave,Midland Ave,West,St Clair Ave E,South,8430.0,20,,PPC,Existing,M3608430,0,324834.457,4842086.586,-79.251360854,43.718461747,"{u'type': u'Point', u'coordinates': (-79.2513608574, 43.718461747)}"
72915,197,PO-00499,835,Birchmount Rd,Birchmount Rd,East,Eglinton Ave E,South,8432.0,20,,PPC,Existing,M3508432,0,322711.029,4843328.233,-79.277672287,43.729692313,"{u'type': u'Point', u'coordinates': (-79.2776722847, 43.7296923175)}"
72916,198,PO-00503,1095,Military Trl,Ellesmere Rd,North,Military Trl,West,8436.0,25,,PPC,Existing,M4408436,0,329840.651,4849669.959,-79.188878508,43.786568167,"{u'type': u'Point', u'coordinates': (-79.1888785102, 43.7865681649)}"
72917,199,PO-00505,5,Lavington Dr,Lavington Dr,South,Feller Rd,West,8438.0,2,,PPC,Existing,,0,299655.221,4838876.325,-79.56381928100001,43.68981791,"{u'type': u'Point', u'coordinates': (-79.5638192835, 43.6898179126)}"
72918,200,PO-00507,980,Dufferin St,Dufferin St,West,Bloor St W,South,8440.0,9,,PPC,Temporarily Removed,M1808440,0,310016.96,4835517.728999999,-79.43531781,43.659585617,"{u'type': u'Point', u'coordinates': (-79.4353178151, 43.6595856215)}"
72919,201,PO-00508,4050,Yonge St,Yonge St,West,Wilson Ave,North,8449.0,8,,PPC,Existing,M2508449,0,312291.442,4844934.172,-79.40698685699999,43.744326115,"{u'type': u'Point', u'coordinates': (-79.4069868622, 43.7443261132)}"
72920,202,PO-00515,11,Dockside Dr,Dockside Dr,West,Queens Quay E,South,8456.0,10,,PPC,Temporarily Removed,M2808456,0,315474.468,4833796.377,-79.367687357,43.644032845,"{u'type': u'Point', u'coordinates': (-79.3676873619, 43.6440328429)}"
72921,203,PO-00518,867,Jane St,Jane St,East,Dalrymple Dr,South,893.0,5,,PPC,Existing,M1100893,0,305129.965,4837460.21,-79.495907754,43.677088767,"{u'type': u'Point', u'coordinates': (-79.4959077585, 43.677088766)}"
72922,205,PO-00522,10,Thompson St,Matilda St,South,Carroll St,East,8619.0,14,,PPC,Existing,M3008619,0,316658.543,4835571.446,-79.352971533,43.659992895,"{u'type': u'Point', u'coordinates': (-79.3529715346, 43.6599928936)}"
72923,206,PO-00526,3101,Victoria Park Ave,Victoria Park Ave,East,Finch Ave E,South,8624.0,22,,PPC,Existing,M4008624,0,318395.606,4850326.52,-79.33106175100001,43.792776566,"{u'type': u'Point', u'coordinates': (-79.3310617524, 43.7927765668)}"
72924,207,PO-00528,4228,Midland Ave,Steeles Ave E,South,Midland Ave,West,8625.0,22,,PPC,Existing,M4108625,0,321064.34,4853991.982,-79.297789122,43.825715756,"{u'type': u'Point', u'coordinates': (-79.2977891208, 43.8257157606)}"
72925,208,PO-00530,1215,Mccowan Rd,Mccowan Rd,East,Ellesmere Rd,North,8628.0,24,,PPC,Existing,M3808628,0,324821.49100000004,4848094.845,-79.251297973,43.772543188,"{u'type': u'Point', u'coordinates': (-79.251297971, 43.7725431935)}"
72926,209,PO-00534,1309,Lawrence Ave E,Lawrence Ave E,South,Railside Rd,East,8632.0,16,,PPC,Existing,M3408632,0,318977.77,4844542.526000001,-79.323980581,43.740703131000004,"{u'type': u'Point', u'coordinates': (-79.3239805788, 43.7407031357)}"
72927,210,PO-00536,60,Mc Caul St,Mc Caul St,West,Grange Rd,South,8639.0,10,,PPC,Existing,M2008639,0,313625.685,4834691.693,-79.39058881,43.652116118,"{u'type': u'Point', u'coordinates': (-79.390588806, 43.652116121)}"
72928,211,PO-00566,658,Danforth Ave,Danforth Ave,North,Pape Ave,East,12759.0,14,Greektown on the Danforth,PPC,Existing,M2912759,0,317341.347,4837696.54,-79.344456405,43.679110296000005,"{u'type': u'Point', u'coordinates': (-79.3444564106, 43.6791102955)}"
72929,212,PO-00564,555,Danforth Ave,Danforth Ave,South,Carlaw Ave,West,12757.0,14,Greektown on the Danforth,PPC,Existing,M3012757,0,317086.584,4837606.791999999,-79.347618137,43.678306705,"{u'type': u'Point', u'coordinates': (-79.3476181325, 43.678306704)}"
72930,213,PO-00559,321,Danforth Ave,Danforth Ave,South,Bowden St,East,12752.0,14,Broadview Danforth,PPC,Existing,M3012752,0,316606.093,4837477.308,-79.353580137,43.677148965,"{u'type': u'Point', u'coordinates': (-79.3535801393, 43.6771489697)}"
72931,214,PO-00560,361,Danforth Ave,Danforth Ave,South,Hampton Ave,East,12753.0,14,Greektown on the Danforth,PPC,Existing,M3012753,0,316707.818,4837504.518999999,-79.352317942,43.677392278,"{u'type': u'Point', u'coordinates': (-79.3523179433, 43.6773922808)}"
72932,215,PO-00579,953,Gerrard St E,Gerrard St E,South,Pape Ave,East,12936.0,14,,PPC,Existing,M3012936,0,317694.886,4836477.228999999,-79.340100812,43.668128876000004,"{u'type': u'Point', u'coordinates': (-79.3401008163, 43.6681288738)}"
72933,216,PO-00555,,,St Clair Ave W,North,Northcliffe Blvd,West,12766.0,9,Regal Heights Village,PPC,Existing,M1712766,0,309543.499,4837615.3319999995,-79.441169548,43.678469998999994,"{u'type': u'Point', u'coordinates': (-79.4411695528, 43.678470003)}"
72934,217,PO-00572,,,Victoria Park Ave,West,Dawes Rd,South,12798.0,20,,PPC,Existing,M3112798,0,321316.953,4840800.688999999,-79.295054253,43.706973748,"{u'type': u'Point', u'coordinates': (-79.2950542492, 43.7069737471)}"
72935,218,PO-00558,15,Glenhurst Ave,Glenhurst Ave,South,Roseneath Gdns,West,12765.0,9,,PPC,Existing,M1712765,0,310052.369,4838029.232,-79.434854356,43.682192217,"{u'type': u'Point', u'coordinates': (-79.4348543512, 43.6821922222)}"
72936,219,PO-00557,,,Caledonia Rd,West,Lotherton Ptwy,South,12764.0,8,,PPC,Existing,M1512764,0,307578.387,4840781.425,-79.465525196,43.706978875,"{u'type': u'Point', u'coordinates': (-79.4655251962, 43.7069788779)}"
72937,220,PO-00568,,,High Park Ave,West,Bloor St W,North,12781.0,4,,PPC,Existing,M1312781,0,307563.434,4834942.151000001,-79.46574065899999,43.654417806000005,"{u'type': u'Point', u'coordinates': (-79.4657406571, 43.6544178079)}"
72938,222,PO-00901,82,Perthshire St,Kennedy Rd,West,Perthshire St,North,,22,,Collar,Existing,,0,320840.95399999997,4852137.039,-79.300621978,43.809024218999994,"{u'type': u'Point', u'coordinates': (-79.3006219749, 43.8090242197)}"
72939,241,PO-00357,2407,Eglinton Ave E,Kennedy Rd,West,Eglinton Ave E,South,8280.0,20,,PPC,Temporarily Removed,M3508280,0,323484.61100000003,4843579.449,-79.26806123899999,43.731934466000006,"{u'type': u'Point', u'coordinates': (-79.2680612428, 43.7319344722)}"
72940,242,PO-00185,255,Bremner Blvd,Bremner Blvd,South,Rees St,East,7953.0,10,Toronto Entertainment District,PPC,Existing,M2007953,0,313920.57300000003,4833495.687,-79.386953302,43.64134689,"{u'type': u'Point', u'coordinates': (-79.3869533051, 43.6413468956)}"
